Nitrogen (mg/kg),Fosfor (mg/kg),Kalium (mg/kg),pH,Kelembapan (%),Suhu (°C),EC (dS/m),Salinitas (ppt),TDS (ppm),Kondisi Tanah,Rekomendasi Tindakan
1291,987,1095,5.31,14.39,33.21,5.35,589.7,2567.53,Buruk,"tambahkan pupuk dikit, tambahkan air"
1264,1870,821,7.92,16.97,29.49,9.56,120.69,1265.38,Buruk,"tambahkan pupuk dikit, tambahkan air"
726,1290,1422,5.33,26.01,43.38,0.42,757.18,1614.9,Buruk,"tambahkan pupuk sedang, tambahkan air"
1392,1872,1452,4.69,22.87,23.9,2.96,710.43,4796.38,Buruk,"tambahkan pupuk dikit, tambahkan air"
910,106,575,7.29,25.64,21.18,0.74,812.26,1388.19,Buruk,"tambahkan pupuk dikit, tambahkan air"
949,1945,683,5.58,21.6,41.91,8.8,890.25,2218.3,Buruk,"tambahkan pupuk dikit, tambahkan air"
1155,1166,216,5.27,15.13,19.46,5.96,770.13,2066.8,Buruk,"tambahkan pupuk dikit, tambahkan air"
311,887,363,8.92,14.54,35.6,5.37,852.27,767.47,Buruk,"tambahkan pupuk banyak, tambahkan air"
662,1463,1640,5.81,10.18,24.0,1.36,378.37,3041.87,Buruk,"tambahkan pupuk sedang, tambahkan air"
251,1276,1904,8.57,25.54,32.04,4.92,376.17,4712.61,Buruk,"tambahkan pupuk banyak, tambahkan air"
454,142,1642,5.3,26.86,33.49,4.02,947.09,621.84,Buruk,"tambahkan pupuk banyak, tambahkan air"
1381,824,120,8.19,25.29,27.52,3.19,918.85,1119.03,Buruk,"tambahkan pupuk dikit, tambahkan air"
499,300,576,6.76,11.48,44.25,7.73,571.07,4461.03,Buruk,"tambahkan pupuk banyak, tambahkan air"
1157,994,648,4.85,25.17,18.95,0.66,398.23,3764.7,Buruk,"tambahkan pupuk dikit, tambahkan air"
626,766,1296,7.8,10.91,26.74,6.48,872.7,4433.86,Buruk,"tambahkan pupuk sedang, tambahkan air"
1189,1855,1047,8.51,12.1,27.91,8.24,357.24,1765.57,Buruk,"tambahkan pupuk sedang, tambahkan air"
506,1788,1120,5.23,18.77,33.93,9.08,195.95,4920.73,Buruk,"tambahkan pupuk dikit, cukup air"
298,647,1185,7.77,19.48,27.22,7.47,657.52,3139.29,Buruk,"tambahkan pupuk banyak, tambahkan air"
320,325,305,6.5,26.24,17.91,2.86,90.49,3856.66,Buruk,"tambahkan pupuk banyak, tambahkan air"
1253,1957,1736,7.89,23.52,43.42,6.03,410.15,1006.84,Buruk,"tambahkan pupuk dikit, tambahkan air"
429,732,730,7.71,13.05,27.48,1.46,817.28,1627.67,Buruk,"tambahkan pupuk banyak, tambahkan air"
850,1644,278,4.62,14.5,25.28,1.21,330.46,4753.47,Buruk,"tambahkan pupuk sedang, tambahkan air"
1477,1462,1767,5.3,15.68,28.4,6.4,934.75,1731.5,Buruk,"tambahkan pupuk dikit, tambahkan air"
1254,1458,987,6.62,12.46,21.5,8.52,958.03,1008.91,Buruk,"tambahkan pupuk dikit, tambahkan air"
1385,1304,441,8.7,15.72,18.01,0.72,825.03,3784.62,Buruk,"tambahkan pupuk dikit, tambahkan air"
1379,1656,539,6.04,24.5,19.46,1.1,988.26,3513.65,Buruk,"tambahkan pupuk dikit, tambahkan air"
1546,1045,1198,7.33,14.8,20.0,5.68,554.23,3843.42,Buruk,"tambahkan pupuk dikit, tambahkan air"
828,1395,389,4.55,26.62,20.93,2.22,590.74,3900.68,Buruk,"tambahkan pupuk sedang, tambahkan air"
1414,293,656,7.7,19.34,27.6,6.14,844.36,3251.09,Buruk,"tambahkan pupuk dikit, tambahkan air"
1399,637,1267,7.21,16.43,33.72,2.18,518.16,3215.76,Buruk,"tambahkan pupuk dikit, tambahkan air"
1147,1920,748,7.72,18.21,33.87,1.21,436.38,5582.91,Buruk,"tambahkan pupuk dikit, tambahkan air"
716,580,307,8.57,24.12,15.0,5.48,634.02,3436.35,Buruk,"tambahkan pupuk sedang, tambahkan air"
1044,1221,1866,5.16,20.28,42.63,8.63,674.78,3895.15,Buruk,"tambahkan pupuk banyak, cukup air"
1032,529,371,5.68,10.14,39.69,6.87,763.35,1968.33,Buruk,"tambahkan pupuk dikit, tambahkan air"
1019,1635,1730,8.98,28.35,43.92,8.2,684.79,5291.01,Buruk,"tambahkan pupuk dikit, tambahkan air"
1010,1854,514,5.2,11.31,25.8,2.7,758.44,634.02,Buruk,"tambahkan pupuk dikit, tambahkan air"
961,1450,1520,7.74,28.68,34.94,8.87,690.83,3564.75,Buruk,"tambahkan pupuk dikit, tambahkan air"
1562,1044,483,7.76,10.56,20.04,3.8,506.42,2611.18,Buruk,"tambahkan pupuk dikit, tambahkan air"
518,1010,1384,7.57,25.34,39.51,8.53,178.19,3821.47,Buruk,"tambahkan pupuk sedang, tambahkan air"
310,1908,990,5.52,20.64,19.84,4.74,796.17,2480.95,Buruk,"tambahkan pupuk banyak, tambahkan air"
1006,1923,1762,5.47,20.06,24.78,2.72,79.24,4447.28,Buruk,"tambahkan pupuk dikit, tambahkan air"
1240,677,1290,7.5,11.45,29.73,2.64,992.88,611.82,Buruk,"tambahkan pupuk dikit, tambahkan air"
1443,1950,1141,5.34,14.75,32.84,5.7,837.04,2732.39,Buruk,"tambahkan pupuk dikit, tambahkan air"
686,1539,759,7.48,25.47,31.79,0.84,687.37,5071.95,Buruk,"tambahkan pupuk sedang, tambahkan air"
1010,210,346,6.72,27.74,18.06,9.3,968.28,1876.1,Buruk,"tambahkan pupuk dikit, tambahkan air"
1528,311,1765,6.24,20.53,27.65,2.75,631.85,790.13,Buruk,"tambahkan pupuk dikit, tambahkan air"
716,1806,1419,5.85,17.03,42.69,3.39,103.61,3230.88,Buruk,"tambahkan pupuk sedang, tambahkan air"
1352,950,513,8.76,11.19,41.17,2.37,581.41,5870.93,Buruk,"tambahkan pupuk dikit, tambahkan air"
1034,977,1901,6.79,23.58,32.72,0.08,313.34,852.87,Buruk,"tambahkan pupuk dikit, cukup air"
823,1086,1443,7.03,15.54,32.17,6.94,401.0,885.31,Buruk,"tambahkan pupuk sedang, tambahkan air"
1247,1095,1677,8.77,11.09,18.35,5.93,486.61,3773.14,Buruk,"tambahkan pupuk dikit, tambahkan air"
1355,670,814,7.44,23.25,21.01,8.11,785.87,1875.37,Buruk,"tambahkan pupuk dikit, tambahkan air"
755,1153,1816,8.81,19.67,22.58,0.46,527.78,2756.27,Buruk,"tambahkan pupuk sedang, tambahkan air"
1544,1390,1984,4.98,10.24,29.65,9.29,500.95,5067.79,Buruk,"tambahkan pupuk dikit, tambahkan air"
696,765,280,8.31,12.21,36.94,3.34,336.87,1593.67,Buruk,"tambahkan pupuk sedang, tambahkan air"
1087,449,1419,6.01,23.91,28.82,9.14,562.88,4456.15,Buruk,"tambahkan pupuk dikit, tambahkan air"
581,1637,1779,8.15,11.27,18.78,1.12,285.97,3274.67,Buruk,"tambahkan pupuk sedang, tambahkan air"
415,1029,1043,8.35,27.23,28.18,7.45,297.94,5477.27,Buruk,"tambahkan pupuk banyak, tambahkan air"
955,780,992,5.72,16.2,19.88,5.81,769.4,5851.29,Buruk,"tambahkan pupuk dikit, tambahkan air"
742,1337,160,6.34,11.76,37.53,3.61,375.42,3167.28,Buruk,"tambahkan pupuk sedang, tambahkan air"
1115,350,1332,7.77,25.12,20.0,0.84,98.83,3715.56,Buruk,"tambahkan pupuk dikit, tambahkan air"
1234,1666,265,4.95,20.44,29.48,6.07,376.49,4602.13,Buruk,"tambahkan pupuk dikit, tambahkan air"
281,418,1108,7.9,16.1,35.8,0.31,656.64,2252.71,Buruk,"tambahkan pupuk banyak, tambahkan air"
1193,1306,1423,5.0,18.08,21.85,5.04,823.29,1747.07,Buruk,"tambahkan pupuk dikit, tambahkan air"
1379,984,754,8.62,10.43,17.28,6.06,963.84,5805.77,Buruk,"tambahkan pupuk dikit, tambahkan air"
365,288,450,5.74,23.19,31.9,7.34,758.91,2879.38,Buruk,"tambahkan pupuk banyak, tambahkan air"
407,824,1184,7.09,17.28,16.63,9.91,457.41,508.75,Buruk,"tambahkan pupuk banyak, tambahkan air"
223,1250,362,5.03,24.21,32.63,2.64,334.16,5107.45,Buruk,"tambahkan pupuk banyak, tambahkan air"
1006,1927,223,5.71,22.5,37.6,3.26,173.15,3798.15,Buruk,"tambahkan pupuk dikit, tambahkan air"
1086,1419,1361,6.32,22.96,24.88,3.44,646.3,1427.07,Buruk,"tambahkan pupuk dikit, tambahkan air"
890,1146,1665,6.69,25.78,29.65,7.33,534.39,665.77,Buruk,"tambahkan pupuk sedang, tambahkan air"
531,1653,1031,4.5,22.56,42.86,9.32,693.82,2103.15,Buruk,"tambahkan pupuk sedang, tambahkan air"
1201,178,1890,8.5,18.33,29.13,9.74,275.28,5603.38,Buruk,"tambahkan pupuk dikit, cukup air"
440,645,1213,4.53,17.76,44.9,9.46,357.46,5634.2,Buruk,"tambahkan pupuk banyak, tambahkan air"
1035,1593,238,7.98,12.38,19.71,8.8,327.49,2210.52,Buruk,"tambahkan pupuk dikit, tambahkan air"
380,1023,1485,6.62,25.51,36.27,9.91,807.77,5097.62,Buruk,"tambahkan pupuk banyak, tambahkan air"
1516,718,1536,6.86,25.15,34.58,3.79,212.67,2930.15,Buruk,"tambahkan pupuk dikit, tambahkan air"
1306,404,959,5.44,14.9,41.17,9.49,628.05,4098.9,Buruk,"tambahkan pupuk dikit, tambahkan air"
289,1571,1842,7.23,27.17,17.77,7.62,98.79,2339.44,Buruk,"tambahkan pupuk banyak, tambahkan air"
638,298,1216,6.92,21.72,23.41,1.73,572.05,3337.85,Buruk,"tambahkan pupuk sedang, tambahkan air"
742,1314,233,5.24,19.53,18.97,0.5,110.72,2115.79,Buruk,"tambahkan pupuk sedang, tambahkan air"
392,1355,1327,5.57,10.35,42.99,2.18,217.08,836.13,Buruk,"tambahkan pupuk banyak, tambahkan air"
687,1697,918,4.8,17.62,27.8,7.8,157.37,1266.58,Buruk,"tambahkan pupuk sedang, tambahkan air"
811,653,1971,4.8,22.75,42.3,6.34,379.39,2098.71,Buruk,"tambahkan pupuk sedang, tambahkan air"
1572,1147,1745,4.56,11.79,23.83,2.28,376.54,5869.4,Buruk,"tambahkan pupuk dikit, tambahkan air"
1312,1798,1161,5.49,19.15,18.79,7.43,835.1,5811.2,Buruk,"tambahkan pupuk dikit, tambahkan air"
1154,1584,1117,7.56,29.77,23.9,1.46,264.4,5052.15,Buruk,"tambahkan pupuk dikit, tambahkan air"
1346,282,556,5.92,24.26,32.92,8.23,132.07,1778.78,Buruk,"tambahkan pupuk dikit, tambahkan air"
1597,1556,1657,6.04,20.88,40.36,7.95,623.34,2928.81,Buruk,"tambahkan pupuk dikit, tambahkan air"
1270,1968,1860,5.09,20.61,26.56,9.73,703.08,2918.81,Buruk,"tambahkan pupuk banyak, tambahkan air"
345,706,1981,7.09,10.87,42.44,1.55,330.08,2628.35,Buruk,"tambahkan pupuk banyak, tambahkan air"
1226,182,537,6.04,29.05,22.33,9.07,622.67,746.84,Buruk,"tambahkan pupuk dikit, tambahkan air"
1537,192,779,7.54,28.47,35.81,3.44,787.25,3439.9,Buruk,"tambahkan pupuk dikit, tambahkan air"
526,1401,746,7.84,23.58,37.07,4.19,380.18,900.47,Buruk,"tambahkan pupuk sedang, tambahkan air"
1187,716,721,7.13,11.97,23.22,4.71,549.09,4910.55,Buruk,"tambahkan pupuk dikit, tambahkan air"
1304,1208,1347,5.74,14.14,15.81,6.29,189.3,4302.19,Buruk,"tambahkan pupuk dikit, tambahkan air"
352,672,1291,6.79,13.66,25.96,9.95,72.46,2440.05,Buruk,"tambahkan pupuk banyak, tambahkan air"
601,1331,1230,5.63,20.34,16.36,6.02,982.3,4059.25,Buruk,"tambahkan pupuk sedang, tambahkan air"
1019,1793,1503,8.56,14.14,42.02,9.27,334.74,1781.7,Buruk,"tambahkan pupuk dikit, tambahkan air"
687,680,123,7.95,23.85,43.61,2.59,314.96,1958.88,Buruk,"tambahkan pupuk sedang, tambahkan air"
266,1100,1634,6.72,20.85,37.06,4.01,974.58,2227.73,Buruk,"tambahkan pupuk banyak, tambahkan air"
288,1567,908,8.84,10.35,36.8,5.07,741.82,4883.56,Buruk,"tambahkan pupuk banyak, tambahkan air"
1358,873,1430,6.96,24.81,22.23,3.26,606.03,1658.8,Buruk,"tambahkan pupuk dikit, tambahkan air"
401,952,1034,5.98,13.76,17.22,9.77,714.36,3595.3,Buruk,"tambahkan pupuk banyak, tambahkan air"
627,1869,1481,4.93,26.42,39.06,7.27,724.43,1602.57,Buruk,"tambahkan pupuk sedang, tambahkan air"
1139,1493,469,6.95,17.07,31.77,4.81,775.17,2067.71,Buruk,"tambahkan pupuk dikit, tambahkan air"
1402,750,1096,8.37,16.74,35.45,7.53,113.83,1795.15,Buruk,"tambahkan pupuk dikit, tambahkan air"
538,891,1846,8.4,10.24,38.39,4.7,442.19,4047.53,Buruk,"tambahkan pupuk sedang, tambahkan air"
278,575,270,7.22,29.66,27.28,0.22,330.37,3397.01,Buruk,"tambahkan pupuk dikit, cukup air"
577,603,1704,6.27,22.18,19.34,5.45,117.04,4467.15,Buruk,"tambahkan pupuk sedang, tambahkan air"
364,1970,321,7.43,18.41,38.85,6.27,441.97,1709.69,Buruk,"tambahkan pupuk banyak, tambahkan air"
948,330,542,7.93,11.92,28.61,9.81,635.36,550.32,Buruk,"tambahkan pupuk dikit, tambahkan air"
1136,977,1276,6.35,23.91,39.81,0.46,219.57,4242.8,Buruk,"tambahkan pupuk dikit, tambahkan air"
354,1483,961,6.64,15.63,28.13,5.15,339.78,1131.7,Buruk,"tambahkan pupuk banyak, tambahkan air"
1346,1686,475,7.56,29.67,21.51,1.03,657.21,1854.68,Buruk,"tambahkan pupuk dikit, tambahkan air"
1425,1874,380,8.44,28.92,20.13,1.53,600.36,2181.27,Buruk,"tambahkan pupuk dikit, tambahkan air"
1263,1142,812,8.06,24.63,37.32,6.12,875.35,4607.41,Buruk,"tambahkan pupuk dikit, tambahkan air"
368,789,1342,4.6,29.32,32.25,2.35,801.67,3942.4,Buruk,"tambahkan pupuk banyak, tambahkan air"
1293,308,1057,5.06,12.1,27.14,7.5,967.33,1513.46,Buruk,"tambahkan pupuk dikit, tambahkan air"
991,230,1739,8.34,15.57,29.76,5.17,617.33,3788.38,Buruk,"tambahkan pupuk dikit, tambahkan air"
1553,842,910,8.25,15.04,31.49,2.22,713.54,4394.81,Buruk,"tambahkan pupuk dikit, tambahkan air"
1202,483,926,6.25,11.43,22.18,4.96,867.48,2638.93,Buruk,"tambahkan pupuk dikit, tambahkan air"
553,1215,1945,7.13,29.35,26.34,0.06,847.99,1852.74,Buruk,"tambahkan pupuk sedang, tambahkan air"
527,1666,585,8.58,11.19,23.77,8.63,732.79,4234.41,Buruk,"tambahkan pupuk sedang, tambahkan air"
697,461,1633,8.6,27.05,26.65,0.18,525.24,3859.9,Buruk,"tambahkan pupuk sedang, tambahkan air"
544,860,434,8.02,25.29,30.02,0.12,309.55,928.52,Buruk,"tambahkan pupuk sedang, tambahkan air"
842,1247,841,5.44,17.48,20.2,6.13,883.35,4166.74,Buruk,"tambahkan pupuk sedang, tambahkan air"
988,1042,509,7.79,10.37,26.81,9.74,787.82,3186.85,Buruk,"tambahkan pupuk dikit, tambahkan air"
576,747,153,4.95,10.12,26.56,8.57,846.01,4643.53,Buruk,"tambahkan pupuk sedang, tambahkan air"
1518,1396,800,8.52,14.06,23.58,2.56,183.75,1548.95,Buruk,"tambahkan pupuk dikit, tambahkan air"
1511,454,1857,5.17,19.83,44.95,2.01,349.07,1920.19,Buruk,"tambahkan pupuk dikit, tambahkan air"
1477,199,1198,7.48,19.11,17.21,6.28,453.64,3488.22,Buruk,"tambahkan pupuk dikit, tambahkan air"
633,830,448,7.25,21.65,34.29,8.24,846.43,3149.53,Buruk,"tambahkan pupuk sedang, tambahkan air"
700,1739,1074,8.0,25.36,20.23,3.65,898.24,2625.01,Buruk,"tambahkan pupuk sedang, tambahkan air"
1308,400,1807,6.98,17.51,40.19,4.35,320.65,4603.18,Buruk,"tambahkan pupuk dikit, tambahkan air"
720,708,492,4.77,13.19,42.43,1.2,702.11,3606.13,Buruk,"tambahkan pupuk sedang, tambahkan air"
761,1951,653,7.68,25.92,27.04,1.57,123.92,4406.5,Buruk,"tambahkan pupuk sedang, tambahkan air"
712,981,1280,6.22,16.62,39.7,5.71,439.09,1342.9,Buruk,"tambahkan pupuk sedang, tambahkan air"
715,302,946,5.94,15.71,22.5,1.07,512.34,4509.44,Buruk,"tambahkan pupuk sedang, tambahkan air"
696,1144,180,8.96,25.21,19.2,2.06,777.35,3038.4,Buruk,"tambahkan pupuk sedang, tambahkan air"
801,1321,1331,7.16,28.59,24.48,2.39,897.37,685.72,Buruk,"tambahkan pupuk sedang, tambahkan air"
1214,211,925,7.7,28.21,25.25,4.47,370.42,1789.7,Buruk,"tambahkan pupuk dikit, tambahkan air"
1385,1272,1209,6.87,12.74,26.92,0.5,551.35,641.66,Buruk,"tambahkan pupuk dikit, tambahkan air"
866,480,843,7.96,20.01,26.19,5.02,665.08,3012.81,Buruk,"tambahkan pupuk sedang, tambahkan air"
564,854,1570,7.88,11.85,27.33,9.29,362.25,2292.34,Buruk,"tambahkan pupuk sedang, tambahkan air"
1166,1053,276,7.46,29.12,36.3,0.29,986.26,5930.97,Buruk,"tambahkan pupuk dikit, cukup air"
563,1306,610,8.99,14.28,22.37,6.33,881.99,5276.77,Buruk,"tambahkan pupuk sedang, tambahkan air"
307,895,1742,6.57,13.93,15.56,8.37,331.58,5041.19,Buruk,"tambahkan pupuk banyak, tambahkan air"
1237,436,238,7.68,27.69,29.69,3.16,532.55,3256.14,Buruk,"tambahkan pupuk dikit, tambahkan air"
1246,1461,1225,8.09,29.26,28.45,1.36,269.3,4938.98,Buruk,"tambahkan pupuk dikit, tambahkan air"
822,1937,572,6.19,23.88,16.8,0.48,538.78,1967.78,Buruk,"tambahkan pupuk dikit, tambahkan air"
520,1423,1945,6.56,12.41,19.01,6.46,699.17,3583.57,Buruk,"tambahkan pupuk sedang, tambahkan air"
709,1724,641,8.86,19.67,30.3,5.54,131.25,2661.05,Buruk,"tambahkan pupuk sedang, tambahkan air"
871,321,293,4.65,26.25,22.04,2.33,876.61,1442.38,Buruk,"tambahkan pupuk sedang, tambahkan air"
1264,1111,1956,6.01,21.39,41.33,8.32,614.06,899.37,Buruk,"tambahkan pupuk dikit, tambahkan air"
503,859,1879,6.69,12.64,20.2,7.37,990.12,3570.2,Buruk,"tambahkan pupuk sedang, tambahkan air"
1168,1532,585,4.51,13.42,15.6,2.8,74.31,1037.02,Buruk,"tambahkan pupuk dikit, tambahkan air"
564,788,1437,8.55,27.2,28.43,7.55,839.92,4449.02,Buruk,"tambahkan pupuk sedang, tambahkan air"
937,217,1820,5.79,20.49,44.58,2.49,802.36,5568.08,Buruk,"tambahkan pupuk dikit, tambahkan air"
1188,273,904,5.66,24.05,34.02,6.77,176.21,1391.58,Baik,"tambahkan pupuk dikit, tambahkan air"
1220,1342,346,8.19,17.42,25.62,1.23,368.54,3090.16,Buruk,"tambahkan pupuk dikit, tambahkan air"
351,1499,729,5.75,20.6,15.51,6.94,890.56,4563.26,Buruk,"tambahkan pupuk banyak, tambahkan air"
458,1853,537,7.46,29.44,29.55,2.43,542.53,2077.62,Buruk,"tambahkan pupuk banyak, tambahkan air"
906,418,172,8.2,16.56,21.19,5.75,431.22,5564.2,Buruk,"tambahkan pupuk dikit, tambahkan air"
422,1712,1192,8.07,23.43,34.43,1.77,910.22,5386.56,Buruk,"tambahkan pupuk banyak, tambahkan air"
1489,1211,853,8.02,13.43,32.49,7.27,138.68,1070.65,Buruk,"tambahkan pupuk dikit, tambahkan air"
429,1201,1275,4.9,12.42,22.96,0.66,499.47,650.7,Buruk,"tambahkan pupuk banyak, tambahkan air"
638,540,930,4.86,25.59,17.07,1.7,669.76,5870.52,Buruk,"tambahkan pupuk sedang, tambahkan air"
349,1324,193,5.88,26.8,37.65,1.88,628.11,5760.61,Buruk,"tambahkan pupuk banyak, tambahkan air"
1109,1699,534,4.66,23.3,32.56,0.46,301.06,2822.57,Buruk,"tambahkan pupuk dikit, tambahkan air"
1177,514,1906,6.75,13.15,40.26,7.46,585.15,778.1,Buruk,"tambahkan pupuk dikit, tambahkan air"
1359,1127,1554,6.28,14.79,22.79,9.81,723.13,3903.82,Buruk,"tambahkan pupuk dikit, tambahkan air"
834,1049,556,7.01,28.13,34.59,7.8,605.64,2113.76,Buruk,"tambahkan pupuk sedang, tambahkan air"
598,182,1553,5.84,15.75,18.56,8.61,700.24,5651.98,Buruk,"tambahkan pupuk sedang, tambahkan air"
821,1828,328,6.69,26.3,23.75,0.11,293.27,4870.64,Buruk,"tambahkan pupuk sedang, tambahkan air"
342,1088,129,6.01,15.69,34.7,1.22,841.21,4072.77,Buruk,"tambahkan pupuk banyak, tambahkan air"
1147,592,1748,5.38,28.7,39.77,5.61,477.21,2064.77,Buruk,"tambahkan pupuk dikit, tambahkan air"
1293,105,434,7.42,28.2,24.63,9.78,987.86,4356.98,Buruk,"tambahkan pupuk dikit, tambahkan air"
253,804,759,7.53,10.86,38.97,6.62,72.12,2090.43,Baik,"tambahkan pupuk banyak, tambahkan air"
1043,1852,668,8.23,25.33,35.33,3.77,411.3,706.97,Buruk,"tambahkan pupuk dikit, tambahkan air"
1137,446,276,8.44,13.37,25.46,1.5,221.45,3296.39,Buruk,"tambahkan pupuk dikit, tambahkan air"
751,633,923,7.67,14.28,41.29,1.57,577.83,3187.76,Buruk,"tambahkan pupuk sedang, tambahkan air"
1250,756,667,7.59,19.15,30.28,3.66,281.04,4696.53,Buruk,"tambahkan pupuk dikit, tambahkan air"
498,1054,508,4.76,21.47,34.45,7.15,750.6,5261.21,Buruk,"tambahkan pupuk banyak, tambahkan air"
891,1920,876,4.99,16.48,29.87,0.37,887.77,2449.58,Buruk,"tambahkan pupuk sedang, cukup air"
757,550,1360,8.16,21.45,28.58,8.53,250.34,2972.1,Buruk,"tambahkan pupuk sedang, tambahkan air"
1543,1268,1401,5.55,13.4,40.44,9.42,202.64,3087.2,Buruk,"tambahkan pupuk dikit, tambahkan air"
644,1125,176,6.1,10.44,23.84,8.89,881.59,2283.23,Buruk,"tambahkan pupuk sedang, tambahkan air"
297,1411,1032,5.15,21.37,16.1,9.13,393.21,4588.63,Buruk,"tambahkan pupuk banyak, tambahkan air"
1349,1017,735,5.38,20.3,41.39,0.2,462.85,3371.56,Buruk,"tambahkan pupuk dikit, tambahkan air"
257,1994,639,7.99,23.72,39.75,9.78,259.92,5526.76,Baik,"tambahkan pupuk banyak, tambahkan air"
376,1348,1777,5.68,22.93,26.0,3.7,454.05,4076.71,Buruk,"tambahkan pupuk banyak, tambahkan air"
918,1053,1281,6.52,27.86,20.56,8.7,269.74,1665.43,Buruk,"tambahkan pupuk dikit, tambahkan air"
1508,1560,1290,5.18,19.14,35.27,1.91,682.63,1406.45,Buruk,"tambahkan pupuk dikit, tambahkan air"
865,313,1308,7.55,10.17,17.36,4.49,523.93,2548.11,Buruk,"tambahkan pupuk sedang, tambahkan air"
1250,999,1512,7.78,22.55,27.71,0.49,798.66,2408.1,Buruk,"tambahkan pupuk banyak, cukup air"
522,1289,111,6.13,23.44,17.58,0.45,347.09,2739.23,Buruk,"tambahkan pupuk sedang, tambahkan air"
874,472,268,8.03,20.38,32.94,9.44,530.32,1509.75,Buruk,"tambahkan pupuk sedang, tambahkan air"
1473,752,930,5.58,23.72,15.82,8.12,296.55,5880.22,Buruk,"tambahkan pupuk dikit, tambahkan air"
1593,1952,1549,7.61,16.44,33.88,5.32,937.75,1301.4,Buruk,"tambahkan pupuk banyak, cukup air"
1045,606,548,7.78,12.96,35.2,5.28,545.84,4089.57,Buruk,"tambahkan pupuk dikit, tambahkan air"
289,1082,1617,8.86,23.22,29.61,7.5,214.79,571.88,Buruk,"tambahkan pupuk banyak, tambahkan air"
330,675,548,5.55,14.88,20.25,3.45,309.13,2738.29,Buruk,"tambahkan pupuk banyak, tambahkan air"
1252,432,1229,4.92,19.08,18.04,7.63,128.76,2200.51,Buruk,"tambahkan pupuk dikit, tambahkan air"
861,311,1889,5.68,19.78,24.4,4.88,76.43,2601.14,Buruk,"tambahkan pupuk sedang, tambahkan air"
1309,388,526,5.05,19.5,28.96,6.4,549.63,3239.43,Buruk,"tambahkan pupuk dikit, tambahkan air"
257,709,1055,5.26,21.91,34.27,9.65,370.27,3802.06,Buruk,"tambahkan pupuk banyak, tambahkan air"
1280,265,1015,6.0,10.59,15.04,4.74,965.58,3709.31,Buruk,"tambahkan pupuk dikit, tambahkan air"
1193,225,1221,6.36,29.69,36.33,4.21,212.76,3968.93,Buruk,"tambahkan pupuk dikit, tambahkan air"
1248,1280,730,8.57,24.25,36.38,9.06,804.22,5145.01,Buruk,"tambahkan pupuk dikit, tambahkan air"
389,1885,325,5.38,18.47,28.34,9.03,350.17,5376.94,Buruk,"tambahkan pupuk banyak, tambahkan air"
1158,1696,546,8.87,13.81,25.3,9.92,262.36,4554.88,Buruk,"tambahkan pupuk dikit, tambahkan air"
275,1155,1787,8.15,11.6,40.27,5.53,971.15,934.18,Buruk,"tambahkan pupuk banyak, tambahkan air"
570,373,1599,8.47,23.38,38.54,3.48,812.45,5787.11,Buruk,"tambahkan pupuk sedang, tambahkan air"
1098,1424,302,8.68,16.31,44.5,2.44,649.09,5710.69,Buruk,"tambahkan pupuk dikit, tambahkan air"
1050,1144,1067,7.89,14.57,26.16,0.39,712.26,4414.37,Buruk,"tambahkan pupuk dikit, tambahkan air"
705,1647,774,8.05,17.56,42.2,7.28,991.81,3345.91,Buruk,"tambahkan pupuk sedang, tambahkan air"
382,1879,1420,6.47,21.8,17.62,2.37,613.55,1878.4,Buruk,"tambahkan pupuk banyak, tambahkan air"
353,714,733,6.8,23.37,27.34,6.09,146.81,4659.93,Buruk,"tambahkan pupuk banyak, tambahkan air"
1492,375,115,8.7,22.84,28.96,9.17,111.62,5328.23,Buruk,"tambahkan pupuk dikit, tambahkan air"
1102,1130,1501,6.2,27.18,28.23,9.5,683.28,4158.53,Buruk,"tambahkan pupuk dikit, tambahkan air"
1501,1982,1459,4.69,14.35,33.75,0.09,674.72,3959.9,Buruk,"tambahkan pupuk dikit, tambahkan air"
1563,1115,717,7.93,22.67,20.11,3.2,760.77,1561.53,Baik,"tambahkan pupuk dikit, tambahkan air"
1246,1578,1897,7.08,12.01,40.99,8.38,153.34,2467.88,Buruk,"tambahkan pupuk dikit, tambahkan air"
725,1253,1143,8.17,20.9,31.55,5.39,947.66,4477.25,Buruk,"tambahkan pupuk sedang, tambahkan air"
805,1422,539,4.84,21.62,42.13,8.08,573.6,592.94,Buruk,"tambahkan pupuk sedang, tambahkan air"
1566,196,1367,7.3,14.3,15.08,8.54,667.08,4026.95,Buruk,"tambahkan pupuk dikit, tambahkan air"
1078,376,1367,5.61,17.79,33.9,4.45,83.11,4716.69,Buruk,"tambahkan pupuk dikit, tambahkan air"
1275,1408,1070,8.56,26.46,27.37,3.62,962.93,2340.87,Buruk,"tambahkan pupuk dikit, tambahkan air"
538,899,491,4.99,12.95,30.15,4.58,584.46,918.92,Buruk,"tambahkan pupuk sedang, tambahkan air"
1264,1296,823,8.29,18.65,37.31,6.55,585.19,5005.16,Buruk,"tambahkan pupuk dikit, tambahkan air"
717,431,835,4.9,28.56,21.81,3.7,946.38,1280.1,Buruk,"tambahkan pupuk sedang, tambahkan air"
606,304,1988,4.61,20.03,21.15,7.76,932.88,2539.41,Buruk,"tambahkan pupuk sedang, tambahkan air"
337,202,1385,5.56,24.43,36.09,9.04,259.28,4389.9,Buruk,"tambahkan pupuk banyak, tambahkan air"
